class,AATS4dv,C1SP2,C4SP3,NssCH2,NdsCH,NssssC,NdO,StCH,fragCpx,ZMIC1,FilterItLogS,PEOE_VSA2,PEOE_VSA12,SlogP_VSA10,EState_VSA1,nRing,n6aHRing,nG12FRing,n9FaRing
0,6.277777777777777,3,0,0,1,0,3,0.0,64.09,45.45731236785607,-2.843904746610673,25.64844297326669,0.0,10.481923458755384,17.845473971041084,2,0,0,0
0,9.194444444444445,3,0,0,1,0,3,0.0,15.09,34.784086905478055,-0.6939513941142125,25.64844297326669,0.0,4.794537184071822,17.845473971041084,1,0,0,0
0,9.764705882352942,4,0,0,1,0,4,0.0,14.07,35.77094462167519,-1.1815624678753875,25.017188760228127,5.907179729351506,4.794537184071822,23.75265370039259,1,0,0,0
0,4.651685393258427,4,0,3,0,2,4,0.0,38.22,77.6918563258919,-5.904986705587222,0.0,59.55528131720369,43.90415047674821,66.020821751347,2,2,0,0
0,4.5,2,0,0,0,1,2,0.0,18.11,38.96174029772976,-2.82932902064142,0.0,29.777640658601847,21.9520752383741,27.2608990423896,1,1,0,0
0,2.763157894736842,1,0,0,0,0,0,0.0,15.08,36.48982277444091,-2.52594838239468,0.0,0.0,17.26263557438497,7.25440835308271,1,1,0,0
0,2.3421052631578947,2,0,0,0,0,0,0.0,15.08,34.49523983381488,-2.52594838239468,0.0,0.0,17.26263557438497,7.25440835308271,1,1,0,0
0,2.763157894736842,2,0,0,0,0,0,0.0,15.08,34.49523983381488,-2.52594838239468,0.0,0.0,17.26263557438497,7.25440835308271,1,1,0,0
0,3.452380952380953,2,0,0,0,0,1,0.0,16.1,35.5770171867654,-2.4441633446486914,10.114318268765572,6.196843571613076,22.95002184906853,12.17771940190038,1,1,0,0
0,5.065217391304348,1,0,0,0,1,0,0.0,17.1,43.2975805807159,-3.316802717098194,0.0,0.0,30.43388071740943,19.124634865374645,1,1,0,0
0,4.369565217391305,2,0,0,0,1,0,0.0,17.1,41.35205002467957,-3.316802717098194,0.0,0.0,30.43388071740943,18.99415836222318,1,1,0,0
0,2.0294117647058822,2,0,0,0,0,0,0.0,14.08,34.49110365265426,-2.719357102079486,0.0,6.196843571613076,21.65305062205979,7.25440835308271,1,1,0,0
0,1.8529411764705883,2,0,0,0,0,0,0.0,14.08,34.49110365265426,-2.719357102079486,0.0,5.817220841045895,21.65305062205979,7.25440835308271,1,1,0,0
0,0.8235294117647058,2,0,0,0,0,0,0.0,13.07,35.38884792279649,-2.287826463928037,0.0,0.0,17.26263557438497,7.25440835308271,1,1,0,0
1,3.8403361344537816,3,0,5,0,1,3,0.0,109.14,51.735035886221,-7.509456271053369,0.0,29.777640658601847,21.9520752383741,27.2608990423896,3,2,0,0
1,4.118181818181818,3,0,4,0,1,3,0.0,106.14,50.14083858116541,-7.121599843072298,0.0,29.777640658601847,21.9520752383741,32.886485361467585,3,2,0,0
0,4.524752475247524,3,0,3,0,1,3,0.0,103.14,49.12734133900507,-6.73331986126932,0.0,29.777640658601847,21.9520752383741,38.63599719475149,3,2,0,0
0,3.870229007633588,3,0,5,0,2,3,0.0,115.15,63.53338076698553,-7.645822652132924,0.0,0.0,26.34249028604892,32.99179368851627,3,2,0,0
0,4.122950819672131,3,0,4,0,2,3,0.0,112.15,62.17797856375184,-7.258873143766748,0.0,0.0,26.34249028604892,32.99179368851627,3,2,0,0
0,4.486725663716814,3,0,3,0,2,3,0.0,109.15,61.39759752513692,-6.87153605124446,0.0,0.0,26.34249028604892,32.99179368851627,3,2,0,0
0,3.954198473282443,4,0,5,0,4,4,0.0,44.24,99.4623477776567,-6.93319521207845,0.0,0.0,52.68498057209785,54.73241473887656,2,2,0,0
0,4.548672566371682,4,0,3,0,4,4,0.0,42.24,98.55724826538086,-6.165869731191508,0.0,0.0,52.68498057209785,54.73241473887656,2,2,0,0
0,3.304878048780488,2,0,5,0,2,2,0.0,25.13,51.69861967870124,-3.992856808532703,0.0,0.0,26.34249028604892,27.36620736943828,1,1,0,0
1,2.063953488372093,1,0,8,0,1,3,0.0,115.12,61.81334695838512,-7.67356767884681,4.794537184071822,0.0,13.17124514302446,15.62645736029781,3,1,0,0
1,2.1533742331288344,1,0,7,0,1,3,0.0,112.12,59.33255169151281,-7.286346898109478,4.794537184071822,0.0,13.17124514302446,15.62645736029781,3,1,0,0
1,2.2532467532467533,1,0,6,0,1,3,0.0,109.12,57.08402664729493,-6.8987280011173695,4.794537184071822,0.0,13.17124514302446,15.62645736029781,3,1,0,0
1,1.3755656108597285,1,0,10,0,2,4,0.0,47.19,78.6036507605318,-9.096455860284044,0.0,0.0,26.34249028604892,31.25291472059562,3,1,0,0
1,1.4150943396226414,1,0,9,0,2,4,0.0,46.19,76.77854711138752,-8.713008416958669,0.0,0.0,26.34249028604892,31.25291472059562,3,1,0,0
1,1.458128078817734,1,0,8,0,2,4,0.0,45.19,75.24783499505531,-8.32929288813567,0.0,0.0,26.34249028604892,31.25291472059562,3,1,0,0
0,1.5051546391752575,1,0,7,0,2,4,0.0,44.19,74.08785651527187,-7.945301159018214,0.0,0.0,26.34249028604892,31.25291472059562,3,1,0,0
1,1.1772151898734178,2,0,8,0,2,4,0.0,41.18,79.56105154149976,-7.2462335423352275,0.0,0.0,26.34249028604892,31.25291472059562,2,2,0,0
1,1.221476510067114,2,0,7,0,2,4,0.0,40.18,77.48079848254031,-6.8613611547636895,0.0,0.0,26.34249028604892,31.25291472059562,2,2,0,0
1,1.2714285714285714,2,0,6,0,2,4,0.0,39.18,75.65283918803303,-6.476175638720559,0.0,0.0,26.34249028604892,31.25291472059562,2,2,0,0
1,1.3282442748091603,2,0,5,0,2,4,0.0,38.18,74.14077779462863,-6.0906664529078745,0.0,0.0,26.34249028604892,31.25291472059562,2,2,0,0
0,1.75,2,0,2,0,2,4,0.0,35.18,72.75045016486713,-4.932082083921714,0.0,0.0,26.34249028604892,31.25291472059562,2,2,0,0
0,3.7570621468926553,1,0,6,1,0,3,0.0,275.07,75.54112288656304,-9.306049743624117,14.383611552215466,11.690424675716445,4.39041504767482,5.917906046161393,4,0,0,0
0,3.809917355371901,2,0,6,2,0,4,0.0,484.1,102.2168508381267,-11.985134489310822,19.178148736287287,23.38084935143289,8.78083009534964,23.470253774414576,5,0,0,0
0,3.168918918918919,2,0,12,2,0,4,0.0,538.1,112.79323392316202,-14.28289640684647,19.178148736287287,23.38084935143289,8.78083009534964,11.835812092322788,5,0,0,0
0,3.23841059602649,2,0,12,2,0,4,0.0,556.12,112.8627265636304,-14.33780678990152,19.178148736287287,23.38084935143289,8.78083009534964,11.835812092322788,5,0,0,0
0,3.23841059602649,2,0,12,2,0,4,0.0,556.12,112.8627265636304,-14.33780678990152,19.178148736287287,23.38084935143289,8.78083009534964,11.835812092322788,5,0,0,0
0,4.15792759051186,4,0,14,2,0,6,0.0,998.18,116.40886226991344,-15.904089820741431,37.90142240001364,23.38084935143289,0.0,0.0,7,0,0,2
0,3.157299490632824,2,0,14,2,0,4,0.0,574.16,119.19473104359516,-16.412101870823367,19.178148736287287,23.38084935143289,22.74954509873425,0.0,5,0,0,0
0,3.5946275946275943,2,0,14,4,0,4,0.0,998.16,124.62736181931004,-17.727458732557338,19.178148736287287,23.38084935143289,8.78083009534964,22.35170894677057,7,0,0,0
1,1.9761904761904765,2,0,14,2,0,4,0.0,274.1,94.93494627885104,-12.53288985011481,19.178148736287287,23.38084935143289,0.0,0.0,3,0,0,0
1,1.5,0,0,8,0,0,1,0.0,129.06,42.51671345517555,-3.830918909317131,14.459414111277502,4.801402653462074,0.0,0.0,3,0,0,0
1,4.896551724137931,2,0,5,0,0,1,0.0,205.05,43.795682399900905,-6.192082260584885,0.0,5.879988336435371,5.687386274683562,0.0,4,1,1,0
1,5.146853146853147,2,0,5,0,0,1,0.0,212.06,42.30800393277248,-5.91963757654515,0.0,5.879988336435371,5.687386274683562,11.887211334113244,4,1,1,0
1,2.75981370592149,1,0,7,0,0,2,0.0,219.07,53.94215439633933,-5.344114236083991,0.0,0.0,0.0,14.050835704931362,4,0,0,0
1,2.0823970037453186,1,0,9,0,0,1,0.0,226.06,58.00403446090286,-6.279727906801246,0.0,0.0,0.0,0.0,4,0,0,1
1,2.187376725838264,1,0,8,0,0,1,0.0,219.06,55.65587305162851,-5.890210552987979,0.0,0.0,0.0,0.0,4,0,0,1
1,2.3180555555555555,1,0,7,0,0,1,0.0,212.06,53.59797023302121,-5.500197999840005,0.0,0.0,0.0,0.0,4,0,0,1
1,3.57948717948718,0,0,11,1,0,1,0.0,476.06,74.19105212919904,-10.929115591604608,9.77851570501903,0.0,10.077801322358384,0.0,6,1,1,0
1,3.174887892376681,0,0,13,1,0,1,0.0,509.06,82.40470803658943,-11.535771521912134,9.77851570501903,0.0,5.687386274683562,0.0,6,1,1,0
1,3.414634146341464,0,0,11,1,0,1,0.0,487.06,77.14755097745437,-10.762523291733109,9.77851570501903,0.0,5.687386274683562,0.0,6,1,1,0
1,3.5510204081632653,0,0,10,1,0,1,0.0,476.06,74.77466402566331,-10.375332842456706,9.77851570501903,0.0,5.687386274683562,0.0,6,1,1,0
1,2.986590038314177,1,0,10,0,0,1,0.0,331.07,58.2182121556558,-8.746750656745746,0.0,0.0,5.687386274683562,0.0,5,1,1,1
1,2.598124098124098,1,0,10,0,0,1,0.0,295.05,59.96322730102358,-8.257446977358205,0.0,0.0,5.687386274683562,0.0,5,1,1,1
1,1.1,3,0,12,0,0,0,0.0,30.04,82.17652417179744,-8.731873680888881,0.0,5.516700717616262,0.0,0.0,3,2,0,0
1,1.1366459627329193,3,0,11,0,0,0,0.0,29.04,79.2153138852797,-8.343925724703915,0.0,5.516700717616262,0.0,0.0,3,2,0,0
1,1.1776315789473684,3,0,10,0,0,0,0.0,28.04,76.34943854671806,-7.955550463228018,0.0,5.516700717616262,0.0,0.0,3,2,0,0
1,1.2237762237762235,3,0,9,0,0,0,0.0,27.04,73.59836495851039,-7.566730083039415,0.0,5.516700717616262,0.0,0.0,3,2,0,0
1,1.2761194029850746,3,0,8,0,0,0,0.0,26.04,70.98814170240396,-7.177445497534903,0.0,5.516700717616262,0.0,0.0,3,2,0,0
1,1.336,3,0,7,0,0,0,0.0,25.04,68.55462223577067,-6.787676215768666,0.0,5.516700717616262,0.0,0.0,3,2,0,0
1,1.0807453416149069,4,0,11,0,0,0,0.0,29.04,77.79022493621574,-8.343925724703915,0.0,0.0,0.0,0.0,3,2,0,0
1,1.118421052631579,4,0,10,0,0,0,0.0,28.04,74.93756234367056,-7.955550463228018,0.0,0.0,0.0,0.0,3,2,0,0
1,1.1608391608391608,4,0,9,0,0,0,0.0,27.04,72.20565390028412,-7.566730083039415,0.0,0.0,0.0,0.0,3,2,0,0
1,1.208955223880597,4,0,8,0,0,0,0.0,26.04,69.6220611569446,-7.177445497534903,0.0,0.0,0.0,0.0,3,2,0,0
1,1.264,4,0,7,0,0,0,0.0,25.04,67.22460117849647,-6.787676215768666,0.0,0.0,0.0,0.0,3,2,0,0
0,4.130769230769231,1,1,3,0,1,2,0.0,163.03,37.7762118901622,-6.2536611068578365,9.589074368143644,11.566489892729878,0.0,5.783244946364939,4,0,1,0
0,6.635294117647059,1,0,0,0,0,2,0.0,156.03,45.91890165708064,-5.997265541810814,9.589074368143644,11.566489892729878,0.0,11.566489892729878,4,0,1,0
0,5.741935483870968,0,0,1,0,0,2,0.0,156.03,42.16176217834337,-5.006262134869767,9.589074368143644,11.566489892729878,0.0,11.566489892729878,4,0,1,0
0,3.5045045045045047,5,0,22,0,0,6,0.0,1509.18,141.52564026402857,-17.75609382606583,29.146105778181703,23.628718917406022,21.85669600812251,54.319702340504776,9,2,2,0
0,4.829787234042553,1,0,0,0,0,1,0.0,84.03,46.9888194255213,-3.367441715351484,0.0,0.0,0.0,0.0,3,0,0,1
0,2.938271604938272,1,0,9,0,0,1,0.0,226.07,58.52858244376574,-5.995293709028099,0.0,0.0,0.0,0.0,4,0,0,1
0,3.177469135802469,1,0,8,0,0,1,0.0,219.07,56.23424091036456,-5.60584423608399,0.0,0.0,0.0,0.0,4,0,0,1
1,3.3744855967078187,1,0,7,0,0,1,0.0,212.07,54.23947747936607,-5.215902642615825,0.0,0.0,0.0,0.0,4,0,0,1
0,3.068253968253968,1,0,7,0,0,1,0.0,205.06,50.59624840373688,-5.491587388586826,0.0,0.0,0.0,0.0,4,0,0,1
0,3.404444444444444,1,0,6,0,0,1,0.0,198.06,48.88959032902887,-5.226284045761369,0.0,0.0,0.0,0.0,4,0,0,1
0,3.4605475040257647,1,0,2,0,0,1,0.0,219.06,62.87034693165613,-6.228474034820192,0.0,0.0,0.0,0.0,4,0,0,1
0,3.2845117845117846,1,0,6,0,0,1,0.0,198.06,48.88959032902888,-5.1005140457613685,0.0,0.0,0.0,0.0,4,0,0,1
0,3.671415004748338,1,0,5,0,0,1,0.0,191.06,47.1342114654848,-4.834641274867838,0.0,0.0,0.0,0.0,4,0,0,1
0,2.9217391304347826,1,0,7,0,0,1,0.0,184.05,52.57642950698237,-4.714733171174372,0.0,0.0,0.0,0.0,4,0,0,1
0,2.914285714285714,1,0,6,0,0,1,0.0,170.04,50.34863181256301,-4.719590782958463,0.0,0.0,0.0,0.0,4,0,0,1
0,2.8035714285714284,1,0,6,0,0,1,0.0,170.04,50.34863181256301,-4.593820782958462,0.0,0.0,0.0,0.0,4,0,0,1
0,5.08659217877095,3,1,5,1,3,4,0.0,1339.09,118.71018252785026,-11.31343961136432,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,11,0,0,0
0,5.2578616352201255,3,1,5,1,3,4,0.0,965.11,95.32160333382195,-9.528710330354984,28.97796819798824,11.814359458703011,20.15560264471676,45.87027447792955,9,0,0,0
0,5.101327742837177,3,1,5,1,3,4,0.0,965.11,97.27426221251694,-10.151713957043455,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,9,0,0,0
0,4.748538011695906,3,1,5,1,3,4,0.0,965.09,98.37764451935688,-9.756486653729205,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,9,0,0,0
0,5.210303594999611,3,1,5,1,3,4,0.0,999.13,101.21855007026493,-11.576655559952924,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,9,0,0,0
0,5.538922155688622,3,1,5,1,3,6,0.0,1033.15,98.34641250317742,-8.901315517328214,49.20660473551938,11.814359458703011,22.74954509873425,55.77287956918955,9,0,0,0
0,5.481132075471698,3,1,5,1,3,4,0.0,965.11,95.32160333382195,-9.528710330354984,28.97796819798824,11.814359458703011,20.15560264471676,51.65351942429449,9,0,0,0
0,5.1680642907058,3,1,5,1,3,4,0.0,965.11,97.27426221251694,-10.151713957043455,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,9,0,0,0
0,5.162721893491124,3,1,5,1,3,4,0.0,999.11,96.208965940841,-9.18895573466133,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,9,0,0,0
0,4.815789473684211,3,1,5,1,3,4,0.0,965.09,98.37764451935688,-9.756486653729205,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,9,0,0,0
0,5.062893081761007,3,1,5,1,3,4,0.0,931.09,100.61946195768718,-8.720726840026547,28.97796819798824,11.814359458703011,11.374772549367124,28.32865306648625,9,0,0,0
0,5.09811320754717,3,1,3,2,2,3,0.0,739.06,98.5233717519152,-9.301631583270217,19.283521283065944,5.907179729351506,5.687386274683562,16.87182176794152,8,0,0,0
0,5.342222222222222,3,1,3,2,2,3,0.0,465.08,74.38202605400566,-7.499555098074447,19.283521283065944,5.907179729351506,14.4682163700332,28.50626345003331,6,0,0,0
0,5.120987654320987,3,1,3,2,2,3,0.0,465.08,76.8016507419855,-8.131780415849656,19.283521283065944,5.907179729351506,5.687386274683562,16.87182176794152,6,0,0,0
0,4.634538152610442,3,1,3,2,2,3,0.0,465.06,77.10308417594175,-7.724999474404779,19.283521283065944,5.907179729351506,5.687386274683562,10.953915721780124,6,0,0,0
0,5.275006858710562,3,1,3,2,2,3,0.0,487.1,83.24128746899187,-9.5739332439908,19.283521283065944,5.907179729351506,5.687386274683562,16.87182176794152,6,0,0,0
0,5.726141078838174,3,1,3,2,2,5,0.0,509.12,77.62086690557261,-6.886935081002462,39.51215782059709,5.907179729351506,17.062158824050687,44.316048270644814,6,0,0,0
0,5.657777777777778,3,1,3,2,2,3,0.0,465.08,74.38202605400566,-7.499555098074447,19.283521283065944,5.907179729351506,14.4682163700332,46.10386785510126,6,0,0,0
0,5.215308641975308,3,1,3,2,2,3,0.0,465.08,76.8016507419855,-8.131780415849656,19.283521283065944,5.907179729351506,5.687386274683562,16.87182176794152,6,0,0,0
0,5.204081632653061,3,1,3,2,2,3,0.0,487.08,75.54474172938838,-7.166615604490728,19.283521283065944,5.907179729351506,5.687386274683562,16.87182176794152,6,0,0,0
0,4.7269076305220885,3,1,3,2,2,3,0.0,465.06,77.10308417594175,-7.724999474404779,19.283521283065944,5.907179729351506,5.687386274683562,10.953915721780124,6,0,0,0
0,5.066666666666666,3,1,3,2,2,3,0.0,443.06,78.84045157581005,-6.68060541986214,19.283521283065944,5.907179729351506,5.687386274683562,10.953915721780124,6,0,0,0
0,2.932932932932933,1,0,8,0,0,0,0.0,286.05,63.74816885287852,-7.156050326075861,4.681802935145185,5.879988336435371,0.0,0.0,5,0,0,1
0,2.923076923076923,1,0,8,0,0,0,0.0,286.05,60.94977205947252,-6.006303075536136,4.681802935145185,5.879988336435371,5.687386274683562,0.0,5,0,0,1
0,3.368794326241135,1,0,7,0,0,0,0.0,277.05,59.25358515994584,-5.739071623995894,4.681802935145185,5.879988336435371,5.687386274683562,0.0,5,0,0,1
0,4.048543689320389,1,0,2,0,0,0,0.0,184.04,60.39724191232099,-5.316567797936004,4.681802935145185,5.879988336435371,5.687386274683562,0.0,4,0,0,1
0,4.636363636363637,1,0,2,0,0,1,0.0,410.06,83.2087460473205,-8.320245863588454,14.796121203910758,5.879988336435371,5.687386274683562,4.923311048817671,6,0,0,1
0,4.796747967479675,1,0,2,0,0,1,0.0,295.06,71.83341612244115,-6.995580951905877,14.796121203910758,5.879988336435371,5.687386274683562,4.923311048817671,5,0,0,1
0,3.856164383561644,1,0,7,0,0,1,0.0,304.08,60.87572790121653,-5.80497315542886,19.69603093476124,5.879988336435371,5.687386274683562,4.923311048817671,5,0,0,1
0,3.5576923076923075,1,0,8,0,0,1,0.0,304.07,62.230733644671325,-6.345261324485818,14.796121203910758,5.879988336435371,5.687386274683562,0.0,5,0,0,1
0,3.96875,1,0,5,0,0,1,0.0,212.06,57.457177074133305,-6.854172152643055,14.796121203910758,5.879988336435371,5.687386274683562,0.0,4,0,0,1
0,4.972027972027972,1,0,2,0,0,1,0.0,410.06,83.2087460473205,-8.320245863588454,14.796121203910758,5.879988336435371,5.687386274683562,4.923311048817671,6,0,0,1
0,4.070921985815603,1,0,7,0,0,1,0.0,295.07,60.58770000653305,-6.079351639070506,14.796121203910758,5.879988336435371,5.687386274683562,0.0,5,0,0,1
0,3.1506024096385543,1,0,3,0,0,1,0.0,159.08,52.13643278446765,-5.513425743636427,19.69603093476124,5.879988336435371,5.687386274683562,4.923311048817671,3,0,0,1
0,3.9491525423728815,1,0,5,0,0,1,0.0,139.07,47.054222027528624,-5.776335787587396,14.796121203910758,5.879988336435371,5.687386274683562,4.923311048817671,3,0,0,1
0,5.009708737864078,1,0,2,0,0,1,0.0,198.06,61.97708689922207,-5.663038235258529,14.796121203910758,5.879988336435371,5.687386274683562,4.923311048817671,4,0,0,1
0,3.6194029850746254,1,0,7,0,0,1,0.0,198.06,52.84317891731848,-5.334909348534907,14.796121203910758,5.879988336435371,5.687386274683562,0.0,4,0,0,1
0,3.321428571428572,1,0,8,0,0,1,0.0,70.06,42.71244915652007,-5.371377863306585,14.796121203910758,5.879988336435371,5.687386274683562,0.0,2,0,0,1
0,2.810810810810811,1,0,8,0,0,0,0.0,277.04,63.94086005240474,-6.22624446541983,4.681802935145185,5.879988336435371,0.0,0.0,5,0,0,1
0,4.237037037037037,1,0,2,0,0,0,0.0,377.03,84.2325775539455,-8.205133396729444,4.681802935145185,5.879988336435371,0.0,0.0,6,0,0,1
0,2.966216216216216,1,0,8,0,0,0,0.0,277.04,63.94086005240474,-6.22624446541983,4.681802935145185,5.879988336435371,0.0,0.0,5,0,0,1
0,3.2706766917293235,1,0,7,0,0,0,0.0,268.04,62.197940689570565,-5.958292785871633,4.681802935145185,5.879988336435371,0.0,0.0,5,0,0,1
0,2.6726190476190474,1,0,3,0,0,0,0.0,219.04,63.93027438835288,-6.470844451540456,9.581712665995664,5.879988336435371,0.0,0.0,4,0,0,1
0,3.834782608695652,1,0,2,0,0,0,0.0,205.05,63.64970623360917,-6.0514883876950325,4.681802935145185,5.879988336435371,0.0,0.0,4,0,0,1
0,2.430379746835443,1,0,3,0,0,0,0.0,144.05,53.29372327575999,-5.393838757133517,9.581712665995664,5.879988336435371,0.0,0.0,3,0,0,1
0,3.968421052631579,1,0,2,0,0,0,0.0,177.03,62.25385128297791,-5.532386334444736,4.681802935145185,5.879988336435371,0.0,0.0,4,0,0,1
0,1.9303797468354431,1,0,12,0,0,0,0.0,177.03,55.67594808836153,-4.878220949313471,4.681802935145185,5.879988336435371,0.0,0.0,4,0,0,1
0,3.911504424778761,2,0,5,0,0,0,0.0,177.04,38.42390301067425,-6.895679870540937,4.9839785209472085,0.0,5.687386274683562,0.0,4,2,1,0
1,3.71647509578544,0,0,5,0,0,0,0.0,184.04,44.244592242534566,-7.863367974360818,0.0,0.0,5.687386274683562,0.0,4,1,1,0
1,4.54230377166157,1,0,4,0,0,1,0.0,191.05,46.14019460516989,-7.397427911907701,4.794537184071822,0.0,5.687386274683562,0.0,4,1,1,0
0,5.148514851485149,3,0,4,0,0,1,0.0,184.05,38.65382135848617,-6.119815480006831,4.9839785209472085,0.0,5.687386274683562,0.0,4,2,1,0
1,3.6799440950384334,0,0,6,0,0,0,0.0,304.04,64.26069829830804,-9.23671220759729,0.0,0.0,5.687386274683562,0.0,5,1,1,0
1,4.27046783625731,1,0,5,0,0,1,0.0,313.05,63.482083389620826,-8.766715781234922,4.794537184071822,0.0,5.687386274683562,0.0,5,1,1,0
0,4.427459306440198,1,0,5,0,0,1,0.0,331.06,61.667008657900176,-8.701716501999718,0.0,0.0,5.687386274683562,0.0,5,1,1,0
0,4.895299145299145,1,0,4,0,0,1,0.0,191.05,44.52776039378979,-7.085453238429585,0.0,0.0,5.687386274683562,0.0,4,1,1,0
0,4.625766871165644,2,0,5,0,0,2,0.0,340.06,67.7243406136418,-7.890118331458691,0.0,0.0,5.687386274683562,0.0,5,1,1,0
0,4.680555555555555,3,0,5,0,0,1,0.0,304.05,56.58746897085037,-7.498868807835965,4.9839785209472085,0.0,5.687386274683562,0.0,5,2,1,0
0,4.510959939531368,1,0,5,0,0,1,0.0,313.05,63.1916122966001,-8.45446354131671,0.0,0.0,5.687386274683562,0.0,5,1,1,0
0,5.512820512820513,3,0,4,0,0,3,0.0,349.07,70.20722947366242,-7.76363101422561,4.794537184071822,5.907179729351506,5.687386274683562,11.9386105759037,5,1,1,0
0,5.693430656934306,4,0,4,0,0,2,0.0,313.06,58.538115467449295,-7.37448947511645,9.77851570501903,5.907179729351506,5.687386274683562,0.0,5,2,1,0
0,5.493650793650794,2,0,4,0,0,2,0.0,322.06,65.115393992744,-8.328800679728547,4.794537184071822,5.907179729351506,5.687386274683562,5.969305287951849,5,1,1,0
1,3.4363636363636365,1,0,12,0,0,1,0.0,484.09,93.99292549971403,-11.900666716341668,14.594356645772775,5.428790391900541,0.0,0.0,5,1,0,0
0,4.269005847953216,1,0,6,0,0,1,0.0,261.07,65.1018891019064,-7.684223975841663,9.6944469149223,5.428790391900541,0.0,0.0,4,1,0,0
0,3.871508379888268,1,0,8,0,0,1,0.0,261.06,68.22031110210989,-8.216688618624257,9.6944469149223,5.428790391900541,0.0,0.0,4,1,0,0
1,3.356857819820783,4,0,6,0,0,1,0.0,304.1,56.78646897048496,-6.680293536398958,19.27615958091796,5.907179729351506,4.39041504767482,0.0,5,0,0,0
1,3.654714059955559,4,0,6,0,0,1,0.0,421.09,72.98008254946852,-7.563134770065387,14.594356645772775,5.907179729351506,0.0,0.0,6,0,0,0
1,2.967247430210393,4,0,6,0,0,1,0.0,295.09,58.57248217828665,-6.272743735642258,19.27615958091796,5.907179729351506,0.0,0.0,5,0,0,0
0,3.014001229837756,4,0,6,0,0,1,0.0,286.09,58.30647297869301,-6.728435900675665,19.69303845407381,5.907179729351506,0.0,0.0,5,0,0,0
0,3.195175438596491,3,0,6,0,0,1,0.0,286.08,46.93105409613643,-4.852584107665507,19.27615958091796,5.907179729351506,4.39041504767482,0.0,5,0,0,0
1,2.800438596491228,3,0,6,0,0,1,0.0,277.07,49.066614844302094,-4.43825201901298,19.27615958091796,5.907179729351506,0.0,0.0,5,0,0,0
0,2.8531468531468533,3,0,6,0,0,1,0.0,268.07,48.344918904518906,-4.888383178246479,19.69303845407381,5.907179729351506,0.0,0.0,5,0,0,0
0,4.248756218905473,2,0,6,0,0,1,0.0,465.09,68.25038596791322,-7.085235053077537,14.594356645772775,5.907179729351506,4.39041504767482,0.0,6,0,1,0
0,3.744565217391304,2,0,6,0,0,1,0.0,331.09,52.815505204487,-5.784183159415156,19.27615958091796,5.907179729351506,4.39041504767482,0.0,5,0,1,0
0,3.9502487562189055,2,0,6,0,0,1,0.0,454.08,71.28023239095577,-6.676190302867056,14.594356645772775,5.907179729351506,0.0,0.0,6,0,1,0
0,3.4184782608695654,2,0,6,0,0,1,0.0,322.08,55.09696110706971,-5.372554994969574,19.27615958091796,5.907179729351506,0.0,0.0,5,0,1,0
0,4.597701149425287,2,0,0,0,0,2,0.0,114.04,46.769677394297815,-5.684351914024904,4.794537184071822,0.0,5.687386274683562,5.625586319077987,3,1,0,0
0,5.1066666666666665,2,0,0,0,0,2,0.0,109.04,47.41801309091032,-5.151139862728371,4.794537184071822,0.0,5.687386274683562,5.625586319077987,3,1,0,0
0,5.602739726027397,2,0,0,0,0,2,0.0,114.05,49.12580301728499,-4.885441462614422,4.794537184071822,0.0,5.687386274683562,5.625586319077987,3,1,0,0
0,6.065255731922398,2,0,0,0,0,2,0.0,109.05,49.84616751960017,-5.371694207610048,4.794537184071822,0.0,5.687386274683562,11.532766048429494,3,1,0,0
0,6.661971830985915,2,0,0,0,0,3,0.0,119.07,50.72442376395637,-4.757940992199403,14.908855452837392,0.0,11.374772549367124,16.456077097247164,3,1,0,0
0,6.310405643738977,2,0,0,0,0,2,0.0,114.06,53.51189849696945,-6.120602065535765,4.794537184071822,0.0,5.687386274683562,11.532766048429494,3,1,0,0
0,1.191044776119403,1,4,11,0,4,2,0.0,154.05,58.70071902341091,-7.31409141103138,9.589074368143644,0.0,0.0,0.0,4,0,1,0
0,1.2794520547945205,1,4,12,0,4,2,0.0,261.05,63.47457839271503,-8.95791463384633,9.589074368143644,0.0,0.0,5.41499046939678,5,0,1,0
0,1.15,2,8,32,0,8,4,0.0,773.1,139.36387645161955,-17.166068781195744,19.178148736287287,0.0,0.0,10.82998093879356,8,0,2,0
0,1.1336760925449871,2,8,34,0,8,4,0.0,795.1,146.19741990378606,-17.922738165786747,19.178148736287287,0.0,0.0,10.82998093879356,8,0,2,0
0,1.2895040369088813,4,8,39,0,8,4,0.0,1063.12,168.73763308252143,-17.066455738559327,19.178148736287287,0.0,0.0,10.82998093879356,11,0,1,0
0,1.239795918367347,1,4,18,0,4,2,0.0,199.07,72.66220448959818,-9.423813670098754,9.589074368143644,0.0,0.0,5.41499046939678,4,0,1,0
0,1.0621693121693123,1,3,11,0,4,1,0.0,154.05,61.799796252284864,-7.78563146792686,4.794537184071822,0.0,0.0,0.0,4,0,1,0
