class,AATS4dv,C1SP2,C4SP3,NssCH2,NdsCH,NssssC,NdO,StCH,fragCpx,ZMIC1,FilterItLogS,PEOE_VSA2,PEOE_VSA12,SlogP_VSA10,EState_VSA1,nRing,n6aHRing,nG12FRing,n9FaRing
0,2.791044776119403,4,0,1,1,0,0,0.0,14.06,27.04518974710676,-0.7861715185037177,0.0,0.0,0.0,0.0,1,0,0,0
0,0.1666666666666666,0,0,0,0,0,0,0.0,8.0,25.12481390315176,-2.4967295404832406,0.0,0.0,0.0,0.0,1,0,0,0
0,0.2222222222222222,0,0,0,0,0,0,0.0,8.0,25.12481390315176,-2.4967295404832406,0.0,0.0,0.0,0.0,1,0,0,0
0,1.7857142857142858,1,0,1,0,0,1,0.0,16.03,29.67548061037793,-4.036167552280311,9.277568041766449,0.0,5.687386274683562,0.0,1,0,0,0
0,1.043956043956044,0,0,0,0,0,0,0.0,13.02,27.509128242691247,-3.6738741624511655,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
1,1.7826086956521738,1,0,0,0,0,1,0.0,15.03,30.14678105147725,-3.630258245989183,9.277568041766449,0.0,5.687386274683562,0.0,1,0,0,0
0,3.173076923076923,4,0,1,1,0,0,0.0,12.06,24.596686561300377,-0.3491085844791343,0.0,0.0,0.0,0.0,1,0,0,0
0,3.844444444444445,6,0,2,2,0,0,0.0,22.1,42.096403483522494,-1.1680280146216877,4.736862953800049,5.693927994848461,0.0,0.0,2,1,0,0
1,3.9696969696969697,0,0,1,0,0,1,0.0,46.03,28.05957842944534,-3.231551761492512,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,0.1944444444444444,0,0,0,0,0,0,0.0,8.0,25.12481390315176,-2.4967295404832406,0.0,0.0,0.0,0.0,1,0,0,0
0,0.2619047619047619,1,0,3,1,0,0,0.0,8.01,20.979089505399177,-2.717983139531277,0.0,0.0,0.0,0.0,0,0,0,0
1,2.571428571428572,0,0,1,0,0,1,0.0,40.02,24.37222099243529,-2.943303253847212,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,0.4962962962962963,1,0,4,0,0,1,0.0,11.03,24.70752459394102,-3.1652961989803545,4.794537184071822,0.0,0.0,0.0,0,0,0,0
1,3.037037037037037,0,0,1,0,0,1,0.0,52.03,30.966105270989218,-3.6684815032124383,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,1.6923076923076923,4,1,2,1,1,0,0.0,18.06,33.437345022839025,-2.000329396946598,0.0,0.0,0.0,0.0,1,0,0,0
0,3.986111111111111,2,0,1,1,0,0,0.0,17.06,31.951145576824423,-1.7203438322746232,0.0,0.0,0.0,0.0,2,0,0,1
0,0.0252525252525252,0,0,2,0,0,0,0.0,6.02,20.31656786166248,-1.968097067471482,0.0,0.0,0.0,0.0,0,0,0,0
0,1.75,0,0,0,0,0,0,0.0,11.02,27.43235038987804,-2.56846751913365,0.0,0.0,0.0,0.0,1,0,0,0
0,0.9411764705882352,0,0,0,0,0,0,0.0,12.02,26.619236387539896,-2.9643936808265403,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
0,1.0,0,0,0,0,0,0,0.0,13.02,27.509128242691247,-3.6738741624511655,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
1,1.7469135802469136,0,1,2,0,1,1,0.0,109.05,31.888078701920364,-3.865674879002488,0.0,0.0,10.481923458755384,6.093240070938415,3,0,1,0
0,1.926605504587156,4,0,8,1,0,0,0.0,19.06,39.05290403713623,-3.1639432549841766,0.0,0.0,0.0,0.0,1,0,0,0
0,2.5416666666666665,4,0,5,1,0,0,0.0,70.06,36.73429162720046,-3.120332355788324,0.0,0.0,0.0,0.0,3,0,0,0
1,1.637931034482759,0,0,1,0,0,1,0.0,37.01,24.64147864544271,-3.1939713044777784,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,1.982300884955752,0,0,3,0,1,0,0.0,52.04,31.432039322133164,-2.978287224649533,0.0,5.7871111525705965,0.0,5.7871111525705965,2,0,0,0
0,3.789473684210526,8,0,2,2,0,0,0.0,64.09,40.4331269817048,0.956124661512711,0.0,0.0,0.0,0.0,2,0,0,0
0,1.2916666666666667,0,0,0,0,0,0,0.0,8.01,22.663676376238023,-2.394887264695274,0.0,0.0,4.39041504767482,0.0,1,0,0,0
0,0.037037037037037,0,0,2,0,0,0,0.0,6.02,20.420854458552,-2.47649528590127,0.0,0.0,0.0,0.0,0,0,0,0
0,0.5,0,0,0,0,0,0,0.0,8.01,21.81498609888591,-1.7522492943705288,0.0,0.0,5.687386274683562,0.0,1,0,0,0
0,2.925925925925926,0,0,0,0,0,0,0.0,13.03,33.37967409458696,-2.864565943455543,0.0,5.749511833283905,0.0,0.0,1,0,0,0
0,0.1766803840877915,0,0,4,0,0,0,0.0,8.02,29.716473080909573,-3.672691051812977,0.0,0.0,0.0,0.0,0,0,0,0
0,1.802325581395349,1,0,1,0,0,1,0.0,15.03,31.44224302337956,-3.496368245989183,9.277568041766449,0.0,5.687386274683562,0.0,1,0,0,0
0,2.5319148936170213,4,0,4,1,0,0,0.0,21.06,36.39777039134968,-2.914802989075028,0.0,0.0,0.0,0.0,2,0,0,0
1,3.066666666666667,0,0,1,0,0,1,0.0,43.03,24.28169301966889,-2.52580126329285,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,1.0,0,0,0,0,0,0,0.0,9.01,23.556226441783352,-2.2597670847062163,0.0,0.0,0.0,0.0,1,0,0,0
0,0.2266666666666666,1,0,2,1,0,0,0.0,7.01,20.025757824099443,-2.295565180387844,0.0,0.0,0.0,0.0,0,0,0,0
1,3.6296296296296298,0,0,2,0,0,1,0.0,74.03,26.325940630949543,-2.7252725450456023,4.794537184071822,6.792942306099827,0.0,0.0,3,0,1,0
1,1.6956521739130437,0,0,1,0,0,1,0.0,34.01,25.060299768931447,-2.644971721320865,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,1.0,0,0,0,0,0,0,0.0,8.01,22.663676376238023,-2.394887264695274,0.0,0.0,4.39041504767482,0.0,1,0,0,0
0,2.047244094488189,1,0,3,0,1,1,0.0,58.05,32.55896169327894,-3.274561117388308,4.794537184071822,11.694290881922102,5.687386274683562,5.7871111525705965,2,0,0,0
0,0.202020202020202,0,0,5,0,0,0,0.0,9.01,25.90772254814393,-3.4844877615958216,0.0,0.0,0.0,0.0,0,0,0,0
0,1.5057471264367817,1,0,0,0,0,1,0.0,14.03,30.41372605372017,-3.399734773995397,9.277568041766449,5.907179729351506,11.374772549367124,0.0,1,0,0,0
0,1.7142857142857142,1,0,1,0,0,1,0.0,16.03,29.67548061037793,-4.036167552280311,9.277568041766449,0.0,5.687386274683562,0.0,1,0,0,0
0,3.56,4,0,4,2,0,0,0.0,25.1,52.777394868411896,-2.610059076883598,0.0,11.387855989696922,0.0,0.0,2,2,0,0
1,2.75,0,0,1,0,0,1,0.0,40.02,24.37222099243529,-2.943303253847212,4.794537184071822,0.0,0.0,0.0,2,0,0,0
1,3.8181818181818175,0,0,1,0,0,1,0.0,46.03,28.05957842944534,-3.231551761492512,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,0.0,0,0,0,0,0,1,0.0,3.03,13.064295335708362,1.2765297317377096,0.0,0.0,4.794537184071822,6.093240070938415,0,0,0,0
0,0.4137931034482758,0,0,3,0,0,1,0.0,9.02,21.31669487586125,-2.623747834646439,0.0,0.0,0.0,0.0,0,0,0,0
0,0.205761316872428,0,0,5,0,0,0,0.0,9.02,28.829182000713825,-3.979500358112984,0.0,0.0,0.0,0.0,0,0,0,0
0,1.7608695652173914,1,0,0,0,0,1,0.0,15.03,30.14678105147725,-3.630258245989183,9.277568041766449,0.0,5.687386274683562,0.0,1,0,0,0
0,1.7653061224489797,1,0,1,0,0,1,0.0,16.03,29.67548061037793,-4.036167552280311,9.277568041766449,0.0,5.687386274683562,0.0,1,0,0,0
0,2.602739726027397,4,0,4,1,0,0,0.0,15.06,27.69355853412753,-1.5631894515622764,0.0,0.0,0.0,0.0,1,0,0,0
1,3.1,0,0,1,0,0,1,0.0,43.03,24.28169301966889,-2.52580126329285,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,0.4,0,0,3,0,1,0,0.0,10.03,21.29185104625105,-1.3384117649996756,0.0,5.7871111525705965,0.0,5.7871111525705965,1,0,0,0
0,0.358974358974359,0,0,3,0,0,0,0.0,8.02,21.45196529340283,-2.4040013054913474,0.0,0.0,0.0,0.0,0,0,0,0
0,0.7333333333333333,1,0,4,0,0,1,0.0,11.03,23.45752459394102,-2.788942260390595,4.794537184071822,0.0,0.0,0.0,0,0,0,0
0,0.978021978021978,0,0,0,0,0,0,0.0,13.02,27.509128242691247,-3.6738741624511655,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
0,2.018348623853211,4,0,7,1,0,0,0.0,19.06,35.7611346720661,-1.791509041361815,0.0,0.0,0.0,0.0,2,0,0,0
1,3.9696969696969697,0,0,1,0,0,1,0.0,46.03,28.05957842944534,-3.231551761492512,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,0.125,0,0,0,0,0,0,0.0,7.0,23.00989850849939,-1.9334213848150248,0.0,0.0,0.0,0.0,1,0,0,0
0,3.0625,0,0,0,0,0,1,0.0,10.03,24.935548104474385,-2.155851439473812,10.114318268765572,0.0,5.687386274683562,4.923311048817671,1,0,0,0
0,3.438775510204082,4,0,2,1,0,0,0.0,70.06,43.29218826666415,-3.4659310957525293,0.0,0.0,0.0,0.0,3,0,0,0
1,3.152173913043478,0,0,1,0,0,1,0.0,37.02,23.860707867983315,-3.088504372897327,4.794537184071822,0.0,4.39041504767482,0.0,2,0,0,0
0,0.8571428571428571,0,0,0,0,0,0,0.0,8.01,22.108458593344352,-1.5377462934674953,0.0,0.0,0.0,0.0,1,0,0,0
0,0.2272727272727272,0,0,2,0,0,0,0.0,6.02,18.64330408155628,-1.2594238022275337,0.0,0.0,0.0,0.0,0,0,0,0
0,0.1538461538461538,0,0,3,0,0,0,0.0,8.02,22.86082084959941,-2.789009849350392,0.0,0.0,0.0,0.0,0,0,0,0
0,0.1792409693644261,0,0,4,0,0,0,0.0,8.02,26.46232250681189,-3.572002351471915,0.0,0.0,0.0,0.0,0,0,0,0
0,0.8705882352941177,0,0,0,0,0,0,0.0,12.02,26.619236387539896,-2.9643936808265403,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
0,0.8214285714285714,0,0,0,0,0,0,0.0,8.01,22.108458593344352,-1.5377462934674953,0.0,0.0,0.0,0.0,1,0,0,0
0,0.4583333333333333,0,1,3,0,2,0,0.0,13.03,26.572303040812272,-2.1852055504752164,0.0,5.7871111525705965,0.0,5.7871111525705965,1,0,0,0
0,1.6942148760330578,4,1,1,1,1,0,0.0,17.06,32.84521301612314,-1.6007409653231428,0.0,0.0,0.0,0.0,1,0,0,0
0,2.901639344262295,2,0,0,1,0,0,0.0,15.05,32.00679437677816,-1.5782550824317,0.0,0.0,0.0,0.0,2,0,0,1
0,0.0909090909090909,1,0,1,1,0,0,0.0,6.01,19.026213236200714,-1.8689486893110736,0.0,0.0,0.0,0.0,0,0,0,0
0,0.8941176470588236,0,0,0,0,0,0,0.0,12.02,26.619236387539896,-2.9643936808265403,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
0,2.21978021978022,4,0,6,1,0,0,0.0,17.06,32.84521301612314,-2.3658009653231424,0.0,0.0,0.0,0.0,1,0,0,0
0,3.102564102564102,4,0,2,1,0,0,0.0,19.06,35.343410714036295,-2.1175275762891483,0.0,0.0,0.0,0.0,2,0,0,0
1,4.631578947368421,0,0,1,0,0,1,0.0,52.04,34.42121467532515,-3.511856827963208,4.794537184071822,5.749511833283905,0.0,0.0,2,0,0,0
0,0.4266666666666667,0,0,3,0,0,0,0.0,9.03,20.48203750072086,-0.718752908255745,0.0,6.290026729335213,0.0,6.290026729335213,1,0,0,0
0,2.324786324786325,0,0,3,0,1,1,0.0,19.07,34.39933334615388,-3.5057894381292973,10.114318268765572,5.7871111525705965,5.687386274683562,10.710422201388267,2,0,0,0
0,1.0379746835443038,0,0,0,0,0,0,0.0,12.02,29.396434397248903,-3.1283836808265404,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
0,1.779816513761468,4,1,2,1,1,0,0.0,16.06,30.082435760473825,-1.5738379472272817,0.0,0.0,0.0,0.0,1,0,0,0
1,3.121212121212121,0,0,1,0,0,1,0.0,46.03,28.05957842944534,-3.231551761492512,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,1.6615698267074417,0,0,3,0,1,0,0.0,49.04,32.51960090725524,-3.50720559192712,0.0,5.7871111525705965,0.0,5.7871111525705965,2,0,0,0
0,1.933333333333333,0,0,3,0,2,0,0.0,13.06,30.308536482776304,-1.8646377735379072,0.0,0.0,13.17124514302446,18.50816607592665,1,0,0,0
0,1.8125,1,0,0,0,0,1,0.0,14.03,30.864578916315075,-3.0887597237331423,9.277568041766449,0.0,5.687386274683562,0.0,1,0,0,0
1,0.9315068493150684,0,0,0,0,0,0,0.0,11.02,28.428342081291177,-2.4165183755798383,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
0,0.8512396694214877,3,1,1,0,1,0,0.0,15.04,31.426806067343733,-2.476556965553746,0.0,0.0,0.0,0.0,1,0,0,0
0,1.0,0,0,0,0,0,0,0.0,9.01,23.556226441783352,-2.2597670847062163,0.0,0.0,0.0,0.0,1,0,0,0
0,1.623931623931624,0,0,3,0,1,0,0.0,49.04,30.56271814420504,-2.533429214613245,0.0,5.7871111525705965,5.687386274683562,5.7871111525705965,2,0,0,0
1,3.4166666666666665,0,0,3,0,0,1,0.0,52.03,32.039002305370346,-4.042281503212438,4.794537184071822,0.0,0.0,0.0,2,0,0,0
1,1.6724137931034482,0,0,1,0,0,1,0.0,37.01,24.64147864544271,-3.1939713044777784,4.794537184071822,0.0,0.0,0.0,2,0,0,0
0,3.4375,0,0,0,0,0,1,0.0,10.03,24.935548104474385,-2.155851439473812,10.114318268765572,0.0,5.687386274683562,4.923311048817671,1,0,0,0
0,0.0977366255144032,0,0,3,0,0,0,0.0,7.02,24.7325714805421,-3.162630027398164,0.0,0.0,0.0,0.0,0,0,0,0
0,1.974025974025974,0,0,0,0,0,1,0.0,13.05,32.91272872245377,-3.642830169940893,14.597349126460198,0.0,11.374772549367124,0.0,1,0,0,0
0,0.7012987012987013,0,0,0,0,0,0,0.0,11.02,28.141150068050493,-2.6317967200488352,4.483030857694624,0.0,11.374772549367124,0.0,1,0,0,0
0,1.646153846153846,4,1,2,1,1,0,0.0,18.06,33.437345022839025,-2.000329396946598,0.0,0.0,0.0,0.0,1,0,0,0
1,3.272727272727273,0,0,1,0,0,1,0.0,46.03,28.05957842944534,-3.231551761492512,4.794537184071822,0.0,0.0,0.0,2,0,0,0
1,0.9878048780487804,0,0,1,0,0,0,0.0,12.03,29.614303676377403,-3.4633860955060936,4.483030857694624,0.0,5.687386274683562,0.0,1,0,0,0
0,7.075471698113208,3,0,0,1,0,0,0.0,94.05,42.9964982932931,-3.524533043402857,0.0,5.824404497999927,0.0,0.0,3,0,0,0
0,0.7723577235772359,0,0,3,0,0,1,0.0,35.05,27.80978750042769,-3.125860097641209,0.0,0.0,4.794537184071822,0.0,0,0,0,0
0,1.5135135135135136,0,0,3,0,0,1,0.0,18.05,36.33163178558979,-5.017275714769023,0.0,0.0,4.794537184071822,0.0,1,0,0,0
0,7.393939393939394,3,0,0,1,0,0,0.0,43.05,32.44949050042711,-2.146797853851179,0.0,5.824404497999927,0.0,0.0,2,0,0,0
0,2.439814814814815,0,1,4,0,1,1,0.0,331.05,66.24276710224729,-7.15047823632297,10.216698334856808,0.0,16.169309733438947,6.093240070938415,5,0,1,0
0,0.7514124293785311,0,0,4,0,0,1,0.0,44.05,30.4907995832911,-3.9595193427693953,0.0,0.0,4.794537184071822,0.0,0,0,0,0
1,2.537037037037037,0,1,2,0,1,1,0.0,198.05,46.03939005711567,-5.390928676600786,10.633577208012662,0.0,16.169309733438947,6.093240070938415,4,0,1,0
1,2.6289308176100628,0,1,2,0,1,1,0.0,191.05,44.412088642556384,-4.637166405110416,10.216698334856808,0.0,16.169309733438947,6.093240070938415,4,0,1,0
0,0.768361581920904,0,0,7,0,0,1,0.0,47.05,34.73647050665099,-4.733369571902207,0.0,0.0,4.794537184071822,0.0,0,0,0,0
0,2.793269230769231,0,1,3,0,1,1,0.0,322.05,65.10848015025866,-6.760325986869104,10.216698334856808,0.0,16.169309733438947,6.093240070938415,5,0,1,0
0,9.484848484848484,4,0,0,1,0,0,0.0,40.06,27.30275834439106,-1.7206455316965903,0.0,5.824404497999927,0.0,0.0,2,0,0,0
0,0.84,0,0,5,0,0,1,0.0,41.05,29.93980817481528,-3.932117467861378,0.0,0.0,4.794537184071822,0.0,0,0,0,0
0,1.6487455197132614,0,0,2,0,0,1,0.0,16.05,38.128502231131954,-4.085246524957469,0.0,0.0,4.794537184071822,0.0,1,0,0,0
0,1.6756756756756757,0,0,3,0,0,1,0.0,18.05,36.33163178558979,-5.017275714769023,0.0,0.0,4.794537184071822,0.0,1,0,0,0
0,3.197802197802198,4,0,2,1,0,1,0.0,23.09,39.66449047597517,-2.694780688953221,9.632125767808455,23.99479486742612,0.0,5.907179729351506,2,2,0,0
0,4.053763440860215,3,0,4,0,0,0,0.0,67.07,37.78153239846499,-3.914420733576242,10.19965775741296,11.660024283757195,0.0,0.0,2,0,0,0
1,2.693877551020408,0,1,2,0,1,1,0.0,191.05,45.291620576299735,-5.728986405110416,10.633577208012662,0.0,16.169309733438947,6.093240070938415,4,0,1,0
0,2.606481481481482,3,0,4,0,0,0,0.0,17.07,31.490195652506667,-2.61646766225294,0.0,5.043716986591482,0.0,0.0,1,0,0,0
0,0.847457627118644,0,0,4,0,0,1,0.0,44.05,30.4907995832911,-3.9595193427693953,0.0,0.0,4.794537184071822,0.0,0,0,0,0
0,1.921717171717172,3,0,11,0,0,0,0.0,24.07,45.60201494901122,-5.402111263024992,0.0,5.043716986591482,0.0,0.0,1,0,0,0
0,6.866666666666666,3,0,0,1,0,0,0.0,9.05,20.36913291360454,-0.7310707105037619,0.0,0.0,0.0,0.0,1,0,0,0
0,6.866666666666666,3,0,0,1,0,0,0.0,9.05,20.36913291360454,-0.7310707105037619,0.0,0.0,0.0,0.0,1,0,0,0
1,2.3722222222222222,0,1,2,0,1,1,0.0,205.05,47.66734065391157,-5.05214062266123,10.216698334856808,0.0,16.169309733438947,6.093240070938415,4,0,1,0
0,5.488372093023256,3,0,1,1,0,0,0.0,46.05,32.24008066404535,-2.555066311125336,0.0,0.0,0.0,0.0,2,0,0,0
0,3.6851851851851856,3,0,4,0,0,0,0.0,67.07,40.40897371075982,-3.964484170805088,0.0,10.86812148459141,0.0,0.0,2,0,0,0
0,2.3666666666666667,3,1,0,1,1,0,0.0,12.05,25.593184109926824,-1.5885336065282842,0.0,0.0,0.0,0.0,1,0,0,0
1,2.7916666666666665,0,1,2,0,1,1,0.0,184.05,42.66208588547459,-4.974449622828427,10.216698334856808,0.0,16.169309733438947,6.093240070938415,4,0,1,0
0,3.2232558139534886,0,1,4,0,1,1,0.0,443.05,82.40965704607393,-8.050127069619515,10.216698334856808,0.0,16.169309733438947,6.093240070938415,6,0,1,0
0,0.8655913978494625,0,0,3,0,1,1,0.0,44.05,32.14425706424996,-3.942059342769395,0.0,0.0,4.794537184071822,0.0,0,0,0,0
1,2.851063829787234,0,1,2,0,1,1,0.0,184.05,42.66208588547459,-4.974449622828427,10.633577208012662,0.0,16.169309733438947,6.093240070938415,4,0,1,0
1,3.071428571428572,0,1,2,0,1,1,0.0,177.05,41.87298554996492,-5.310909500685197,10.633577208012662,0.0,16.169309733438947,6.093240070938415,4,0,1,0
0,0.7454068241469817,0,0,8,0,0,1,0.0,50.05,37.597002013913546,-5.132352540637989,0.0,0.0,4.794537184071822,0.0,0,0,0,0
0,2.9745762711864407,0,1,4,0,1,1,0.0,465.05,85.11894332582226,-8.452938406045185,10.216698334856808,0.0,16.169309733438947,6.093240070938415,6,0,1,0
1,3.0588235294117645,0,1,3,0,1,1,0.0,304.05,62.18084574302769,-6.352222378689829,10.216698334856808,0.0,16.169309733438947,6.093240070938415,5,0,1,0
0,2.4909090909090907,0,1,2,0,1,1,0.0,198.05,46.03939005711567,-5.390928676600786,10.216698334856808,0.0,16.169309733438947,6.093240070938415,4,0,1,0
1,0.7951070336391438,0,0,6,0,0,1,0.0,44.05,32.14425706424996,-4.333319342769396,0.0,0.0,4.794537184071822,0.0,0,0,0,0
0,1.962962962962963,3,1,4,0,1,0,0.0,20.07,39.09459619072383,-3.424844146378225,0.0,5.043716986591482,0.0,0.0,1,0,0,0
0,3.216666666666667,3,0,5,0,0,0,0.0,70.07,40.82274506844816,-4.361015869166161,0.0,5.043716986591482,0.0,0.0,2,0,0,0
1,2.6564102564102563,0,1,4,0,1,1,0.0,313.05,63.40178318385661,-6.743449103050766,10.216698334856808,0.0,16.169309733438947,6.093240070938415,5,0,1,0
0,8.4,5,0,0,1,0,0,0.0,43.06,28.63397868793338,-1.9261672048005385,4.9839785209472085,5.824404497999927,0.0,0.0,2,1,0,0
0,0.8717948717948719,0,0,4,0,0,1,0.0,38.05,28.33516171555288,-3.5296678182735564,0.0,0.0,4.794537184071822,0.0,0,0,0,0
0,2.24,3,0,7,1,0,0,0.0,16.05,35.66827864818635,-3.612808922100298,0.0,0.0,0.0,0.0,1,0,0,0
0,1.808988764044944,1,0,4,0,0,1,0.0,17.04,35.24975498097144,-3.1705666469320466,4.794537184071822,0.0,5.687386274683562,0.0,1,0,0,0
0,1.9,1,0,5,0,0,0,0.0,74.02,28.38252493641923,-2.822313496926612,0.0,0.0,5.687386274683562,0.0,3,0,1,0
1,1.837121212121212,1,0,6,0,0,0,0.0,84.03,30.742785644548206,-3.874944199473557,0.0,0.0,5.687386274683562,0.0,3,0,1,0
1,3.168067226890756,0,0,4,1,0,0,0.0,156.03,32.33771719726913,-5.18415845277576,4.9839785209472085,0.0,10.077801322358384,0.0,4,1,1,0
1,2.697478991596639,0,0,4,1,0,0,0.0,156.03,33.4021028162466,-5.514138943258996,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
1,2.6052631578947367,0,0,3,1,0,0,0.0,104.03,32.00996380292334,-4.970056197747801,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
0,1.8295454545454544,1,0,6,0,0,0,0.0,84.03,30.742785644548206,-3.874944199473557,0.0,0.0,5.687386274683562,0.0,3,0,1,0
1,2.859425251582114,0,0,4,1,0,0,0.0,163.04,37.34272810546779,-6.263189159129987,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
1,2.6,0,0,4,0,0,0,0.0,49.03,31.2489332261998,-4.4752241994735575,4.9839785209472085,0.0,5.687386274683562,0.0,3,1,1,0
0,2.8095238095238093,2,0,5,0,0,0,0.0,89.04,30.926357368457328,-4.11004933347522,5.409283605791522,0.0,0.0,0.0,3,1,1,0
1,2.584070796460177,0,0,3,1,0,0,0.0,104.03,33.02085679334249,-4.970056197747801,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
0,3.325,2,0,5,0,0,1,0.0,89.04,31.4873325139409,-3.9654173788487546,9.361636831863176,0.0,0.0,0.0,3,1,1,0
0,1.73,1,0,7,0,0,0,0.0,84.02,33.74901662365775,-3.3862892713980184,0.0,0.0,5.687386274683562,0.0,3,0,1,0
1,2.7168141592920354,0,0,3,1,0,0,0.0,149.03,31.12914116827064,-5.115223635619764,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
1,3.5126050420168067,0,0,4,1,0,0,0.0,156.03,32.33771719726913,-5.18415845277576,4.9839785209472085,0.0,10.077801322358384,0.0,4,1,1,0
1,2.724556489262372,0,0,4,1,0,0,0.0,156.03,33.4021028162466,-5.514138943258996,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
1,4.6371681415929205,0,0,3,1,0,0,0.0,156.04,31.651392858336912,-5.208633071249912,4.9839785209472085,0.0,14.4682163700332,11.63444168209179,4,1,1,0
0,1.8535353535353527,1,0,6,0,0,0,0.0,84.03,30.742785644548206,-3.874944199473557,0.0,0.0,5.687386274683562,0.0,3,0,1,0
1,2.571428571428572,0,0,4,1,0,0,0.0,109.03,35.25406880608812,-5.368825149902631,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
0,2.125,1,0,4,0,0,0,0.0,69.02,26.45498544110944,-2.5374144710789723,0.0,0.0,5.687386274683562,0.0,3,0,1,0
1,3.575221238938053,0,0,3,1,0,0,0.0,149.03,30.00277287299952,-4.78398905053534,4.9839785209472085,0.0,10.077801322358384,0.0,4,1,1,0
1,2.41958041958042,0,0,4,1,0,0,0.0,163.02,34.94721130420892,-5.826767509277949,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
1,3.2123893805309733,0,0,3,1,0,0,0.0,149.03,30.00277287299952,-4.78398905053534,4.9839785209472085,0.0,10.077801322358384,0.0,4,1,1,0
1,2.591666666666667,0,0,4,1,0,0,0.0,109.03,34.28483525672276,-5.368825149902631,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
1,1.818181818181818,1,0,6,0,0,0,0.0,84.03,30.742785644548206,-3.874944199473557,0.0,0.0,5.687386274683562,0.0,3,0,1,0
0,1.7964601769911503,1,0,8,0,0,0,0.0,89.02,36.82919722821998,-3.6657481957924007,0.0,0.0,5.687386274683562,0.0,3,0,1,0
0,2.325,2,0,5,0,0,0,0.0,89.04,32.79583667276984,-4.165283289394956,0.0,0.0,0.0,0.0,3,1,1,0
1,2.7282913165266107,0,0,4,1,0,0,0.0,156.03,33.4021028162466,-5.514138943258996,4.9839785209472085,0.0,5.687386274683562,0.0,4,1,1,0
1,4.5210084033613445,0,0,4,1,0,0,0.0,163.04,33.8851856295579,-5.6074368053936485,4.9839785209472085,0.0,14.4682163700332,11.63444168209179,4,1,1,0
0,1.6704545454545454,1,0,6,0,0,0,0.0,79.02,30.89316440633826,-3.105202479482076,0.0,0.0,5.687386274683562,0.0,3,0,1,0
1,2.1466666666666665,0,0,9,0,0,1,0.0,144.05,52.66660521177858,-5.935327366144683,9.6944469149223,0.0,0.0,0.0,4,0,0,0
1,1.8883248730964468,0,0,7,0,0,1,0.0,219.04,59.461566002302206,-6.848690743968229,4.794537184071822,0.0,0.0,0.0,4,0,0,0
1,4.591324200913243,0,0,4,0,0,2,0.0,174.12,58.69527238041352,-7.505652591113601,20.228636537531145,0.0,32.82734642109263,27.03861548804836,3,0,0,0
1,1.747191011235955,0,0,8,0,0,1,0.0,198.04,50.96657613889785,-6.167979576789012,4.794537184071822,6.792942306099827,0.0,0.0,4,0,0,0
1,2.6140350877192984,1,0,7,0,0,1,0.0,240.05,66.8135398655412,-8.121763504446102,9.6944469149223,0.0,0.0,0.0,5,0,0,1
0,3.5424430641821947,0,0,8,0,0,2,0.0,97.11,50.82772157610729,-7.346980925601996,20.228636537531145,0.0,22.74954509873425,9.846622097635342,2,0,0,0
1,4.247086247086247,0,0,4,0,0,2,0.0,94.12,47.22541042453339,-6.224030018194646,25.65442793464153,0.0,22.74954509873425,15.534008372318905,2,0,0,0
0,2.8660130718954253,0,0,4,0,0,0,0.0,70.06,37.951888851765496,-5.600461892729869,0.0,0.0,10.077801322358384,5.817220841045895,2,0,0,0
1,3.389937106918239,0,0,4,0,0,1,0.0,73.08,39.66708680022979,-5.508514087171663,10.114318268765572,0.0,15.765187597041944,10.740531889863565,2,0,0,0
1,1.79,0,0,7,0,0,1,0.0,219.03,61.53839006899551,-7.735090407990604,4.794537184071822,0.0,0.0,0.0,4,0,0,0
